Sample;40.control;41.control;70.control;42.stage1;81.stage1;85.stage1;82.stage2;77.stage2;30.stage2;78.stage3;80.stage3;25.stage3;39.stage4;24.stage4;76.stage4
ko:K02837;0.87717067;0.821674973;0.707672033;0.7771339;0.854956207;0.788833957;0.737006374;0.948512763;0.741858436;0.666704166;0.707716524;0.817182728;0.912507201;0.835803072;0.841790006
ko:K02838;0.916052824;0.909973302;0.732886086;0.863033872;1.031.490.729;0.880602671;0.914325151;1.042.177.232;0.911909205;0.987661429;1.099.403.073;0.735602821;1.015.412.835;0.824409792;0.932195154
ko:K02860;0.811403007;0.811338599;0.717283632;0.798770368;0.751832357;0.713087432;0.715472294;0.766751191;0.65970391;0.899136021;0.682540998;0.713903595;0.725827282;0.684952673;0.701556575
ko:K02886;1.045.429.301;0.968604732;0.878111001;0.807323539;1.063.643.279;0.856228615;1.293.254.343;1.483.430.092;1.121.493.753;0.927325509;1.119.945.299;0.966972131;1.359.624.455;1.318.803.787;1.341.059.909
ko:K02897;0.913231054;1.035.261.681;0.627705006;1.113.351.079;0.830745213;1.128.824.755;1.099.973.809;0.907584981;1.012.045.636;0.724193087;0.738800264;1.131.956.597;0.940450834;0.710136487;0.565659841
ko:K02945;0.7252977;0.75630697;0.768254778;0.716607222;0.832464213;0.738503249;0.748838732;0.805655825;0.720459011;0.71150567;0.69987958;0.792138533;0.637773809;0.657414909;0.682383082
ko:K03040;0.835171353;0.837285462;0.738402431;0.848906338;101.818.887;0.845450031;0.752217023;1.371.247.163;0.686820727;0.794468952;0.73443269;0.798508502;0.745975929;0.851550387;0.830513595
ko:K03043;0.924990253;0.991508269;0.843753452;0.900674754;0.9654458;0.924012944;0.904450378;0.987754313;0.936920068;0.973687162;0.961742172;0.856899403;0.83255593;0.825062144;0.894542868
ko:K03046;0.939611049;1.003.927.811;0.839995987;0.965653659;1.137.470.107;0.927233773;1.065.041.137;110.806.861;0.950234843;1.094.614.652;1.060.981.605;0.860354371;0.895242183;1.030.493.258;1.027.533.679
ko:K03070;0.908125442;0.870968204;0.814095492;0.924450912;0.96982943;0.895322286;0.964679037;1.034.173.016;0.859539153;0.937861753;0.845928892;0.81873611;0.80411751;0.813417047;0.867285979
ko:K03072;0.800863494;0.951508085;0.797966864;0.837549869;0.833620706;0.872312043;0.745168004;0.832001266;0.734748537;0.877420677;0.825673755;0.795926332;0.838411756;0.810103077;0.786699468
ko:K03076;0.896763648;0.891355528;0.86898769;0.887003973;0.93609208;0.87261818;0.786436743;0.898685288;0.831412205;0.84237201;0.807494537;0.758609734;0.89236422;0.774218716;0.821777193
ko:K03077;0.873911842;0.925082288;0.699970596;0.928792322;0.733937542;0.904409518;0.748168937;0.805655913;0.761749079;0.737600693;0.906929593;0.927529964;0.752886484;0.731752311;0.754246154
ko:K03086;0.853670069;0.848250876;0.768282113;0.810523436;0.873481072;0.828261202;0.782294311;1.059.440.114;0.758564777;0.827247007;0.801359458;0.721446676;0.916188433;0.888684814;0.905008603
ko:K03088;0.772152019;0.796837932;0.725266323;0.826127724;0.729799926;0.818957417;0.754814842;0.729055975;0.725938105;0.79054053;0.763885753;0.769162394;0.705802634;0.717714316;0.74370967
ko:K03090;0.789328923;0.812757577;0.694225084;0.825874417;0.904874316;0.758052681;0.779185277;1.077.171.348;0.746541947;0.618297505;0.694722022;0.682648411;0.673601106;0.662226102;0.739820475
ko:K03091;0.752045859;0.769782268;0.716042311;0.803005483;0.799986413;0.779019522;0.701739553;0.828926544;0.713076532;0.711973016;0.670485592;0.708151195;0.690840961;0.683302995;0.69799303
ko:K03092;0.740289819;0.775602008;0.735742886;0.740531844;0.720955315;0.782114721;0.697428608;0.897074607;0.703747693;0.661133151;0.766451295;0.707588167;0.816379755;0.814949947;0.835653699
ko:K03100;0.795352649;0.785832246;0.745151193;0.810118398;0.759622284;0.79451811;0.71592323;0.795643984;0.759870261;0.750091142;0.790959196;0.76921208;0.727721151;0.726920396;0.757883979
ko:K03101;0.781112422;0.789302278;0.717739401;0.697565328;0.872686702;0.798038617;0.562677996;0.820862718;0.569509521;0.712393229;0.71769695;0.710399521;0.609132417;0.644590377;0.666815144
ko:K03106;0.814479004;0.866427899;0.733404734;0.785740172;0.795573596;0.817916482;0.884391621;0.938991769;0.85298134;0.796461342;0.812780316;0.692368744;0.819125891;0.945003882;0.84234017
ko:K03110;0.848736451;0.8004338;0.727810506;0.851754139;0.941544784;0.839760514;0.774942266;0.949952972;0.76166564;0.796130875;0.852605674;0.760972647;0.741575744;0.785194665;0.762022957
ko:K03111;0.788061607;0.786696693;0.74337845;0.614423224;0.738214776;0.818182594;0.785695952;0.881913069;0.789152307;0.827341626;0.671306107;0.724869924;0.771193127;0.929959912;0.864686693
ko:K03150;0.696358795;0.780643148;0.783441394;0.794381269;0.664329028;0.840688443;0.847781796;0.820107004;0.840731436;0.75930198;0.756634212;0.696021531;0.853338875;0.835413464;0.77798654
ko:K03151;0.836727669;0.760951712;0.824556171;0.766978152;0.926266259;0.778856951;0.820356759;1.006.075.633;0.794691821;0.768082474;0.70563432;0.695020875;0.748964113;0.707020023;0.77158068
ko:K03152;0.825175354;0.837782867;0.674296043;0.892812167;0.778705897;0.855678937;0.773883582;0.809668311;0.699961317;0.73496808;0.805525507;0.798692433;0.546583612;0.754826786;0.743032451
ko:K03168;0.814903058;0.82039283;0.779416644;0.798746226;0.855960822;0.81257966;0.756410562;0.842371125;0.764786467;0.816191485;0.6990263;0.758563118;0.686180845;0.725425782;0.767768186
ko:K03169;0.718958451;0.82102191;0.69964949;0.857705448;0.779188337;0.755961712;0.79474207;0.750675059;0.750601866;0.678390226;0.783141649;0.719183356;0.7031985;0.702664332;0.742462203
ko:K03177;0.830897095;0.784702566;0.7541365;0.769290534;0.820828049;0.772203807;0.784164673;0.884880138;0.777205909;0.758963165;0.795394447;0.764870476;0.902983947;0.876646685;0.869936963
ko:K03205;0.700343005;0.870479615;0.655640771;0.77685983;0.802713344;0.734329765;0.698720071;0.766788055;0.692114066;0.853309998;0.637920921;0.643300522;0.698680152;0.679575921;0.661023455
ko:K03215;0.763704171;0.731866475;0.74464093;0.779312324;0.75559559;0.775929919;0.782232754;0.746995415;0.753409676;0.720757776;0.723240497;0.748516193;0.738356667;0.724506081;0.730316126
ko:K03217;0.908336236;0.888561116;0.781840405;0.851675636;0.834601693;0.834157196;0.790330613;0.993658671;0.773525523;0.805836401;0.918047929;0.784568728;0.748865915;0.726687527;0.791818626
ko:K03218;0.831355202;0.812823142;0.703311028;0.780385727;1.081.773.855;0.823883235;0.848587217;1.352.484.401;0.839252205;0.724650158;0.890437545;0.713796737;0.930321507;0.978136234;0.940718566
ko:K03271;1.036.382.351;0.745497949;0.625736232;0.851885847;0.62549092;0.83735513;0.58863917;0.722419568;0.606121901;0.635243165;0.79780553;0.782416822;0.628851033;0.691690247;0.636479273
ko:K03281;0.894121095;0.755028905;0.77413634;0.761198989;0.796274244;0.752218164;0.746136391;0.907583877;0.734317432;0.802214777;0.736009379;0.823877775;0.866842639;0.885102737;0.888463607
ko:K03284;0.765100632;0.750768041;0.745488053;0.756446264;0.757923293;0.755479444;0.764828467;0.841042422;0.761050927;0.671503438;0.747908941;0.784202129;0.678951881;0.691312731;0.699334251
ko:K03292;0.816044998;0.855360331;0.696158566;0.861912336;0.818489269;0.870738724;0.741532547;0.824262892;0.709844029;0.752666866;0.812972058;0.695043041;0.788920127;0.786324221;0.808306375
ko:K03296;0.773849368;0.873898588;0.817380401;0.861598308;0.77136968;0.819594752;0.758702018;0.858883622;0.734528145;0.693229143;0.76412407;0.783939659;0.770621975;0.743165667;0.82784112
ko:K03307;0.798515447;0.873557708;0.772747999;0.821256189;0.865729754;0.815540395;0.801672391;1.092.413.723;0.840409304;0.662912273;0.968780884;0.680454673;0.59164121;0.7847147;0.921420821
ko:K03308;0.826022794;0.8627567;0.752007639;0.800296945;0.854650437;0.795283603;0.74185878;0.895307691;0.734488866;0.762170082;0.747604361;0.810132401;0.721389397;0.716657839;0.795593425
ko:K03310;0.802746527;0.920779097;0.88928745;0.852434705;0.829752484;0.853393137;0.853662291;0.92080498;0.797889987;0.72394652;0.75838052;0.767055591;0.757857024;0.755411988;0.800515049
ko:K03311;0.842780757;0.872594317;0.732979778;0.763459644;0.842566303;0.750749868;1.033.845.891;1.098.999.036;1.031.246.098;0.762698705;0.881380318;0.754721834;0.616593469;0.842152695;0.929832491
ko:K03315;0.742353948;0.855267769;0.738428205;0.784212482;0.670462471;0.761289756;0.718838323;0.753553719;0.748541822;0.561719104;0.877362352;0.703066794;0.911041925;0.732657741;0.70362566
ko:K03320;0.812921876;0.825195629;0.850536441;0.814704907;0.871078538;0.799048505;0.8174792;0.873166308;0.848538164;0.885233335;0.797919012;0.883186098;1.112.649.996;0.943638078;0.989717862
ko:K03324;0.751969801;0.836958024;0.729545982;0.814355886;0.836175583;0.77951116;0.856923516;0.84542499;0.786283395;0.7080753;0.776198091;0.799593313;0.778874438;0.817455332;0.789782669
ko:K03327;0.813122392;0.756632033;0.761968225;0.78354371;0.699867616;0.754774588;0.686375607;0.797448844;0.75197298;0.541322481;0.645607181;0.761477475;0.694138749;0.748392646;0.742178069
ko:K03402;0.669428677;0.711612755;0.703004171;0.679751495;0.61551995;0.707242666;0.66565413;0.643154836;0.713548312;0.69118921;0.629303896;0.806963587;0.516080167;0.654090584;0.579340925
ko:K03406;0.783141609;0.809425014;0.75656762;0.665493913;0.733467376;0.682312761;0.71384379;0.696520794;0.716709179;0.800203125;0.738838206;0.747439067;0.726974318;0.651364953;0.678788335
ko:K03407;0.782416565;0.887264698;0.666909338;0.594425293;0.798119235;0.628796786;0.714189582;0.767269935;0.732482742;0.862619744;0.677757185;0.773061037;1.013.999.151;0.707919825;0.744884997
ko:K03413;0.673523821;0.781411045;0.701753842;0.670346508;0.639710258;0.701982805;0.657590086;0.642475528;0.652201044;0.732361513;0.61831285;0.69553092;0.66525121;0.645630449;0.652536139
ko:K03415;0.770195449;0.95475682;0.774783916;0.600875404;0.770473603;0.572432449;0.666636254;0.703043597;0.664124125;0.823908535;0.677757185;0.749722202;1.141.052.914;0.66923871;0.73207949
ko:K03424;0.765120423;0.740414263;0.695523741;0.806357155;0.814291862;0.810528062;0.707001283;0.856863224;0.70279153;0.682042156;0.745826192;0.724770008;0.738884433;0.739188125;0.734317127
ko:K03426;0.694365801;0.778118932;0.672247457;0.744283239;0.62545781;0.70942187;0.708510067;0.783249017;0.712619985;0.676125864;0.668013905;0.651803664;0.610839865;0.596114354;0.622174789
ko:K03429;0.774980392;0.752540397;0.771146972;0.726043899;0.709259832;0.707649383;0.87361103;0.969558894;0.847113984;0.773764717;0.81799683;0.617083498;0.690483645;0.653052532;0.874969865
ko:K03430;0.814163152;0.796377627;0.666211184;0.840362133;0.77242017;0.795116921;0.612645903;0.84871058;0.608455911;0.860553013;0.74620275;0.830029969;0.734370575;0.727060581;0.731315509
ko:K03431;0.788793753;0.807167431;0.776804089;0.826786396;0.89143407;0.824750597;0.947191314;1.040.825.693;0.890842289;0.740761776;0.859235675;0.680619804;0.737030169;0.710279329;0.771565719
ko:K03436;0.708754027;0.836769754;0.65272502;0.742827423;0.758546466;0.758647376;0.796077082;0.687892603;0.805070406;0.745866899;0.663967387;0.663627713;0.697114672;0.63558411;0.648059284
ko:K03437;0.799162547;0.757339917;0.715426484;0.767018313;0.7821063;0.758680795;0.719143123;0.773553254;0.786409558;0.862846659;0.761818912;0.754779891;0.79792048;0.767514228;0.761608836
ko:K03438;0.833192721;0.797441465;0.702629026;0.845664591;0.855516192;0.779158455;0.660995395;0.926193479;0.672521257;0.697052253;0.84848964;0.707381553;0.758499716;0.766252466;0.772808767
ko:K03439;0.792001014;0.846252177;0.735224743;0.72403479;0.784712685;0.715305244;0.704623677;0.871984867;0.748688862;0.730854655;0.791668466;0.721056829;0.837639931;0.75893734;0.85150932
ko:K03442;0.794310969;0.832539443;0.802576424;0.792057871;0.805814508;0.770105348;0.709593189;0.793775376;0.713520805;0.763493545;0.750450157;0.708040633;0.784618353;0.813298357;0.795390915
ko:K03453;0.778227147;0.808826019;1.117.189.503;0.666168567;0.780590495;0.667912243;0.86991199;0.872518643;0.771353655;0.848463439;0.617036994;0.763189799;1.332.451.301;0.945817615;0.856153196
ko:K03465;0.860032961;0.735372696;0.745822707;0.691485086;0.673210694;0.720398916;0.747579519;0.98838622;0.851417161;0.581974821;0.746483221;0.596810659;0.712930628;0.875100447;0.873494653
ko:K03466;0.833571638;0.773217106;0.710932227;0.774384114;0.835637223;0.775937135;0.705406132;0.816013319;0.715963107;0.824944319;0.697703437;0.744904106;0.620512596;0.704807276;0.760098615
ko:K03470;0.798821786;0.793484542;0.597349224;0.79737116;0.798226045;0.803286047;0.76463432;0.832192271;0.768487822;0.693797296;0.791250028;0.694426895;0.686438907;0.659997118;0.746842351
ko:K03484;0.784511805;0.845020248;0.617076488;0.793771272;0.736672291;0.779459167;0.64715398;0.686056845;0.664873695;0.817084561;0.672591511;0.775551338;0.766844191;0.667354063;0.680340524
ko:K03495;0.918944634;0.858848243;0.748824146;0.831064173;0.827930613;0.826141079;0.885473979;0.849659887;0.697719672;0.805899959;0.779577068;0.749305102;0.740984605;0.714545591;0.743514837
ko:K03496;0.809304596;0.821538496;0.690551864;0.841699998;0.873970009;0.826238031;0.707279076;0.953180755;0.707822783;0.850983353;0.739780462;0.767487246;0.815037898;0.730905375;0.74154942
ko:K03497;0.779089871;0.771157363;0.672712127;0.745209858;0.786879662;0.733813156;0.764067924;0.793957156;0.726592898;0.717657811;0.710186342;0.768492769;0.797012707;0.796829314;0.76618751
ko:K03498;0.755148417;0.785276026;0.782430509;0.784563779;0.724253629;0.763938109;0.750187424;0.752035396;0.753700416;0.705187153;0.748574412;0.692004192;0.721767352;0.720471561;0.735447078
ko:K03499;0.827749314;0.789392907;0.776749708;0.756037551;0.779360456;0.764575892;0.761742732;0.785609611;0.789797803;0.790223886;0.751965054;0.783282779;0.826638791;0.790030985;0.793541371
ko:K03500;0.757133029;0.73498483;0.804988498;0.73008617;0.803155977;0.719684723;0.737871776;0.81163746;0.68354115;0.634320664;0.742928579;0.679699718;0.642946368;0.722431702;0.686101078
ko:K03501;0.90099105;0.874207775;0.662626516;0.879666892;0.837004021;0.882893332;0.746347729;0.851959505;0.744870107;0.784119794;0.76144913;0.798540606;0.744905213;0.767257914;0.779418814
ko:K03502;0.841193076;0.749673233;0.697640798;0.743287438;0.713939575;0.768239892;0.706970002;0.764466406;0.777595689;0.68386785;0.90641722;0.670224584;0.642261119;0.682182548;0.692058485
ko:K03517;0.782705398;0.796866542;0.715575943;0.877161971;0.748361951;0.882829328;0.725579234;0.815073319;0.770248012;0.749836387;0.661100045;0.774278771;0.742468613;0.739018414;0.740452304
ko:K03521;0.864087579;0.997995379;0.718385218;0.92337453;0.864419524;0.948809112;0.78649816;1.007.554.367;0.798631444;0.884657342;1.038.928.826;0.89037284;0.955825813;1.037.248.311;0.888858492
ko:K03522;0.915486674;1.057.064.504;0.666163694;0.90454901;0.927351009;0.941872406;0.83025855;1.055.442.851;0.881563565;0.651696268;1.010.288.684;0.890101477;0.853963447;0.83653178;0.891927994
ko:K03523;0.87725635;0.876237227;0.731229634;0.740966345;0.860030197;0.728743125;0.874998937;0.994748174;0.838335314;0.747103989;0.657936105;0.97703421;0.771137885;0.724203415;0.752539624
ko:K03524;0.795237758;0.750922306;0.690574153;0.779140282;0.755809834;0.77874801;0.744121571;0.857190662;0.788884048;0.723946315;0.688017236;0.720822382;0.895900365;0.76097648;0.762050686
ko:K03525;0.752623209;0.768252261;0.788815426;0.77650486;0.823353586;0.758479651;0.740195384;0.842099004;0.724345518;0.667282032;0.824999847;0.71257006;0.876722745;0.800732329;0.789303709
ko:K03527;0.716977098;0.728771087;0.731723628;0.722642124;0.832154097;0.745593846;0.741497422;0.83413382;0.698009728;0.739072706;0.720366249;0.754044686;0.606777126;0.643519782;0.656984874
ko:K03529;0.817321015;0.806838699;0.734180717;0.823322359;0.89881066;0.797870628;0.747353489;0.89724225;0.758045513;0.732547046;0.714198682;0.697284535;0.708723559;0.712974244;0.688868592
ko:K03531;0.881313817;0.861746015;0.830536508;0.857392403;0.875534442;0.837275671;0.803997679;1.137.506.391;0.917709162;0.873647294;0.938570084;0.761171726;0.978388268;0.938323275;0.936814725
ko:K03544;0.787528399;0.831776444;0.737678409;0.787619549;0.833983458;0.802026298;0.760477632;0.847771686;0.710069935;0.726829302;0.814482017;0.780773585;0.674718845;0.681661964;0.742680345
ko:K03545;0.924943443;0.919732692;0.760434635;0.901004668;0.950207542;0.914836444;0.886693309;0.948727854;0.901757069;0.890942178;0.903322939;0.869837633;0.951027982;0.836080726;0.864383625
ko:K03546;0.777800468;0.760936954;0.782489856;0.786598786;0.734213119;0.806425673;0.739010797;0.853426731;0.789587728;0.699972517;0.744495979;0.731067816;0.705193694;0.766290463;0.747547794
ko:K03547;0.778778246;0.755394651;0.785088661;0.736622779;0.819146814;0.770288169;0.710706388;0.856719897;0.734270021;0.754933387;0.67793819;0.709865869;0.699173997;0.69996657;0.699142172
ko:K03550;0.744422413;0.787741417;0.716746497;0.843460844;0.817945439;0.854537599;0.725946463;0.757321286;0.694772275;0.763922783;0.766896469;0.738949352;0.610140924;0.697897357;0.680841862
ko:K03551;0.858347941;0.870733378;0.884534597;0.976464548;0.914202129;0.88540882;0.750179318;0.978360752;0.791711595;0.752553111;0.878357983;0.792091982;0.95470981;0.901375283;0.8971939
ko:K03555;0.858321983;0.792355505;0.688012335;0.794052083;0.805924442;0.8046467;0.753717484;0.853700876;0.814983748;0.737841221;0.729303921;0.697331264;0.648794824;0.681050374;0.688683145
ko:K03565;0.765798812;0.719632711;0.673353177;0.756424279;0.813525582;0.719808695;0.643265693;0.808799001;0.629673854;0.736761678;0.639681033;0.707318409;0.566419108;0.64347232;0.681435101
ko:K03569;0.879796113;0.895615658;0.733143793;0.862402419;0.937636482;0.875363563;0.834561273;1.036.440.901;0.866329438;0.810541593;0.748538939;0.691116117;0.780521317;0.72790955;0.730814233
ko:K03570;0.854246252;0.814928572;0.680707634;0.825929855;0.761289634;0.829685175;0.803514176;0.794436954;0.765759632;0.854377755;0.764723965;0.69662733;0.705777368;0.681530785;0.794782137
ko:K03572;0.791132861;0.773911518;0.711708967;0.765560315;0.830951093;0.760344232;0.717289534;0.773877382;0.743775403;0.702888496;0.700348905;0.716763914;0.670059287;0.708379915;0.675169469
ko:K03574;0.707732574;0.771559974;0.628036305;0.746567559;0.684712171;0.764295708;0.685252727;0.722654683;0.717248515;0.754586096;0.686090221;0.690866506;0.744084581;0.679943746;0.643203991
ko:K03575;0.730694689;0.732825686;0.733603723;0.71994674;0.78338794;0.710057946;0.653339902;0.79249766;0.656080811;0.674059784;0.68182026;0.676778496;0.650230413;0.620422668;0.631388775
ko:K03581;0.77681124;0.826250323;0.678239565;0.765975137;0.794626769;0.777348906;0.700013105;0.823346653;0.715481267;0.674123621;0.676504307;0.711779855;0.698895185;0.704648498;0.709427094
ko:K03584;0.786861107;0.725744584;0.716307071;0.77948427;0.817047295;0.761338669;0.759482733;0.78742154;0.747720764;0.727666611;0.799332486;0.718206547;0.726477852;0.729455437;0.800917883
ko:K03585;0.846520783;0.746370506;0.742897418;0.733912366;0.803810594;0.745306793;0.642883117;0.748568031;0.620426208;0.803838558;0.795304781;0.752303429;0.728240512;0.83608305;0.824097212
ko:K03587;0.787685185;0.801733159;0.769495688;0.79614706;0.844863674;0.792117208;0.733295909;0.908474099;0.716466549;0.753459683;0.797329394;0.73287906;0.722145839;0.69894521;0.758421203
ko:K03588;0.789569167;0.787419892;0.799463919;0.735159331;0.810870119;0.752298049;0.781974473;0.803915753;0.771174143;0.730924153;0.719312391;0.732202842;0.749884844;0.735892569;0.762699885
ko:K03589;0.726192125;0.75525771;0.71118726;0.738267901;0.794378542;0.728523598;0.716105668;0.793046061;0.719391031;0.704301309;0.829666586;0.694114181;0.587134745;0.783461726;0.751938447
ko:K03595;0.825921805;0.82572369;0.697563637;0.774264355;0.892313516;0.791558055;0.74710884;0.965271237;0.877622785;0.778319238;0.687257354;0.780027967;0.777669514;0.895698531;0.889859471
ko:K03596;0.861550148;0.83112753;0.763465413;0.847374515;1.075.126.781;0.851010902;0.876767662;1.221.677.904;0.760825417;0.729424923;0.904324485;0.770405869;0.986000449;0.925536679;0.902838251
ko:K03601;0.783486925;0.755726563;0.731654484;0.788592428;0.81158212;0.784301247;0.699275093;0.800551268;0.689685937;0.704755679;0.651968331;0.70974048;0.79512175;0.729258633;0.740832648
ko:K03609;0.719203461;0.718397901;0.703355127;0.727497074;0.777854193;0.710239213;0.790451338;0.722170259;0.706856779;0.706124068;0.813672119;0.648715909;0.628697631;0.689432178;0.700881597
ko:K03612;0.835899848;0.901292258;0.780807847;0.811652008;0.834590184;0.801307444;0.865527768;0.884904455;0.841257267;0.814991158;0.821477104;0.761847827;0.90190745;0.923866126;0.948093963
ko:K03613;0.880902507;0.926791704;0.903844048;0.760930659;0.877650156;0.777015997;0.915387388;1.068.370.879;0.936107381;0.723918229;0.9328685;0.77040744;0.948639236;1.103.026.695;1.109.614.274
ko:K03614;0.863165437;0.948311354;0.791705085;0.812203528;0.898407634;0.803594586;0.859310025;0.960772094;0.845460192;0.910321478;0.978292197;0.827755962;0.740336712;0.875498019;0.844193658
ko:K03615;0.757905197;0.802716478;0.767431081;0.765641841;0.811553761;0.757811071;0.792580821;0.900347465;0.881840739;0.762158651;0.814099744;0.730865767;0.843404895;0.798520752;0.799021251
ko:K03616;0.781609992;0.819021581;0.710017332;0.807839159;0.899322858;0.765403408;0.869999446;0.854859869;0.7706555;0.789645591;0.848034979;0.782441821;0.680014704;0.828041396;0.823060656
ko:K03617;0.844624867;0.886978917;0.727269448;0.762942127;0.867659419;0.75562111;0.868624319;104.766.794;0.814468947;0.921052712;0.917935313;0.681468013;0.614122146;0.845666533;0.842222045
ko:K03621;0.818755524;0.824984773;0.749982138;0.791256252;101.619.732;0.78423729;0.796248273;0.988857232;0.76653316;0.776336317;0.778020717;0.747476664;0.961441688;0.803125784;0.83032533
ko:K03628;0.835198397;0.878214306;0.738925435;0.800508019;0.8539017;0.771452607;0.775184921;0.798585183;0.778330404;0.726421907;0.734435741;0.825639887;0.96675754;0.756864856;0.798867934
ko:K03629;0.889953257;0.801590518;0.701689989;0.821191895;0.817003385;0.822987957;0.741409478;0.727930762;0.77691616;0.797428081;0.781897286;0.774135968;0.745698736;0.668354862;0.692282727
ko:K03630;0.842967882;0.786421358;0.706712541;0.819718207;0.77591414;0.779398908;0.733919608;0.788245413;0.725313905;0.786586602;0.738637106;0.684205121;0.824043528;0.745155327;0.755357191
ko:K03631;0.776934142;0.786341567;0.674534951;0.777273298;0.839655778;0.763689482;0.741869479;0.737067789;0.7909302;0.736645315;0.768714932;0.708807481;0.72601944;0.808707311;0.786422815
ko:K03639;0.742446895;0.825527126;0.724928699;0.847533558;0.73400273;0.826932847;0.680890393;0.737234748;0.70054498;0.629619914;0.747276484;0.667854484;0.643763413;0.693168833;0.720610951
ko:K03650;0.871050512;0.839815135;0.746659157;0.887578365;0.912127596;0.873177594;0.757286603;0.901391232;0.76866317;0.883209957;0.781608306;0.769231266;0.77998127;0.760926632;0.798397041
ko:K03654;0.766023174;0.735418809;0.706288834;0.754810672;0.669354784;0.739008115;0.713541696;0.765771948;0.696665333;0.696788193;0.802236741;0.738976573;0.753433486;0.671700344;0.673783727
ko:K03655;0.813614439;0.835901324;0.778811081;0.78696152;0.831952284;0.792356382;0.72313964;0.813112701;0.712488719;0.72377135;0.797263284;0.741565916;0.830634359;0.738063054;0.729633659
ko:K03657;0.755036808;0.759011454;0.789376135;0.764192939;0.772406523;0.769542898;0.741806657;0.821999413;0.708134447;0.65936117;0.740938474;0.732938665;0.680184173;0.705317563;0.705955524
ko:K03660;0.773557631;0.767449128;0.665601532;0.73109755;0.888711776;0.767891333;0.716951059;0.806270791;0.69911063;0.712615685;0.677008733;0.723454523;0.688572067;0.703325565;0.736209257
ko:K03665;0.839868892;0.827046852;0.739857826;0.718768678;0.837816831;0.762540129;0.784466866;0.900108617;0.761046843;0.746867121;0.808886429;0.72751568;0.811159991;0.775023222;0.828755961
ko:K03685;0.842988465;0.792229259;0.734791766;0.777830356;0.740119544;0.780225135;0.77396184;0.782076662;0.652094545;0.817933324;0.717469338;0.687613966;0.833370421;0.758469323;0.78015593
ko:K03686;0.81501483;0.818491829;0.780246767;0.81778637;0.890934627;0.795775977;0.821250178;0.820773123;0.836351035;0.894933327;0.814565723;0.752777128;0.68579262;0.74330742;0.750333202
ko:K03687;0.779367655;0.767858548;0.67290795;0.773677853;0.778729019;0.842264222;0.687775885;0.847910265;0.674407567;0.713135786;0.852530996;0.702823623;0.769249745;0.7317117;0.705163736
ko:K03695;0.830522479;0.815307849;0.826748607;0.758533073;0.876187757;0.761539953;0.834676975;107.969.366;0.776972085;0.670438742;0.809240082;0.761916821;0.843877377;0.742918324;0.730935264
ko:K03696;0.807173602;0.818431107;0.772647399;0.801020883;0.878096179;0.797769865;0.826318476;0.919347106;0.823534887;0.749794177;0.705141006;0.790481641;0.79451619;0.760381086;0.754655118
ko:K03697;0.943052018;0.82754136;0.746442398;0.847421499;0.949749657;0.867557833;0.802589329;1.481.770.318;0.801595148;0.828812487;0.678755129;0.810473876;0.579189626;0.578142198;0.810287636
ko:K03699;0.744899187;0.760126244;0.732531441;0.834106603;0.756236832;0.807656944;0.695889843;0.737354549;0.72257101;0.672101878;0.696816679;0.727021557;0.786748971;0.714719255;0.714365178
ko:K03701;0.77749118;0.815553194;0.779524328;0.792836616;0.842719432;0.802156333;0.835124013;0.873964705;0.838176875;0.848906511;0.840217346;0.745312257;0.67953478;0.763969981;0.726134514
ko:K03702;0.824447924;0.822492118;0.76262297;0.892452563;0.913722631;0.885683128;0.767311351;1.162.625.713;0.785829473;0.713566486;0.826716695;0.782681493;0.626640266;0.789132249;0.714025204
ko:K03703;0.786111513;0.745526818;0.737315099;0.801299778;0.838739019;0.802183114;0.680471269;0.895617111;0.700179885;0.730534937;0.76045573;0.715533757;0.611452663;0.695130592;0.729897379
ko:K03705;0.791679156;0.760115286;0.701542761;0.83121227;0.804612697;0.826321761;0.720297881;0.742993355;0.662724761;0.684434254;0.658117861;0.678632665;0.673339122;0.676922941;0.699569582
ko:K03710;0.812256378;0.66302759;0.778957857;0.766967255;0.845279632;0.751520901;0.70584255;0.898034025;0.681296989;0.769480973;0.74946933;0.898194789;0.86932285;0.792798986;0.736664609
ko:K03723;0.831849767;0.771075021;0.674824684;0.780625618;0.843614353;0.805164585;0.750120722;0.759482425;0.764523878;0.738628533;0.702162784;0.741883101;0.726909834;0.674204977;0.724858123
ko:K03733;0.786430987;0.722981074;0.712951083;0.749442129;0.842528378;0.734434419;0.64920921;0.790673522;0.689511406;0.777945657;0.848642423;0.688006129;0.728368218;0.74953971;0.739785526
ko:K03734;0.758316604;0.78067798;0.72292531;0.759727353;0.77271918;0.737646207;0.714494839;0.927185471;0.715251113;0.930991177;0.612344321;0.729906396;0.717049758;0.706675432;0.730886927
ko:K03737;0.947081137;1.027.167.173;0.939540844;0.982510026;0.999908121;1.001.603.328;1.002.851.242;1.102.414.671;1.022.743.481;1.039.339.996;1.102.778.366;0.896159759;0.88807285;1.022.099.896;0.995854103
ko:K03742;0.818578768;0.78094276;0.681843179;0.826122037;0.815325734;0.787718404;0.715439982;0.937728921;0.677884065;0.82375385;0.713998417;0.78108638;0.704814274;0.704750273;0.693403156
ko:K03743;0.808405569;0.780320833;0.675102494;0.815258127;0.796705951;0.787551422;0.695114752;0.937728921;0.661083252;0.82375385;0.660847302;0.76749261;0.681394622;0.704750273;0.693403156
